╔══════════════════════════════════════════════════════════╗
║               HADES V19 — DB EXPORT                    ║
  1984  bnum_tail_3                  🔵 Player     83%   83%     0  ❌
       CONDITIONS: {'digit': 3, 'b_gap_lt': 350}
       DESC      : الرقم 3 في الذيل مع فجوة صغيرة يعزز الثور

  1661  large_gap_continuation       🔵 Player     83%   83%     0  ❌
       CONDITIONS: {'b_gap_gt': 1000}
       DESC      : بعد فجوة رقمية كبيرة جداً (>1000)، يميل الثور للفوز بفارق بسيط (783 ضد 744).

  1746  last_digit_9_trap            🔴 Banker     83%   83%     0  ❌
       CONDITIONS: {'digit': 9}
       DESC      : الرقم الأخير 9 في b_num يميل لصالح الراعي (119 مقابل 105).

  1862  suit_time_harmony            🔴 Banker     83%   83%     0  ❌
       CONDITIONS: {'suit': '♥️', 'gap_sec_gt': 30}
       DESC      : بذلة hearts مع وقت >30ث تظهر نمطاً خفياً للراعي

  1975  time_mod5_two                🔵 Player     83%   83%     0  ❌
       CONDITIONS: {'gap_sec_lt': 22, 'digit_sum_mod': {'mod': 5, 'remainder': 2}}
       DESC      : تسارع زمني مع mod 5 = 2 يعجل بظهور الثور

  1880  compound_large_gap_mod0      🔵 Player     83%   83%     0  ❌
       CONDITIONS: {'b_gap_gt': 1000, 'digit_sum_mod': {'mod': 5, 'remainder': 0}}
       DESC      : فجوة كبيرة جداً مع mod 5=0 تضخم احتمال الثور

  1709  new_suit_digit_harmony       🔴 Banker     83%   83%     0  ❌
       CONDITIONS: {'suit': '♦️', 'digit': 6}
       DESC      : بذلة الدينمز مع الرقم 6 تظهر نمطاً خفياً للراعي.

  2043  mod_7_rem_2                  🔵 Player     83%   83%     0  ❌
       CONDITIONS: {'digit_sum_mod': {'mod': 7, 'remainder': 2}}
       DESC      : مجموع الأرقام mod 7 = 2 يظهر انحيازاً للثور

  1992  cycle_4_pos_0                🔵 Player     83%   83%     0  ❌
       CONDITIONS: {'cycle_position': {'cycle': 4, 'position': 0}}
       DESC      : في الدورة الرباعية، الموقع 0 يهيمن عليه الثور (111 vs 109)

  1889  time_cycle_sync              🔵 Player     83%   83%     0  ❌
       CONDITIONS: {'gap_sec_lt': 20, 'cycle_position': {'cycle': 3, 'position': 2}}
       DESC      : تزامن الوقت السريع مع قمة دورة الثور

  1778  time_fresh_bias              🔵 Player     83%   83%     0  ❌
       CONDITIONS: {'gap_sec_lt': 15}
       DESC      : الجولات السريعة (<15 ثانية) تميل للثور (Player) في هذا السياق

  1870  fresh_time_momentum          🔵 Player     83%   83%     0  ❌
       CONDITIONS: {'gap_sec_lt': 15}
       DESC      : الفجوات الزمنية القصيرة جداً (<15ث) تفضل الثور (383 vs 344)

  1819  big_gap_diamond              🔵 Player     83%   83%     0  ❌
       CONDITIONS: {'suit': '♦️', 'b_gap_gt': 2000}
       DESC      : فجوة رقمية هائلة مع diamonds تشير لعودة الثور.

  1842  medium_gap_banker            🔴 Banker     83%   83%     0  ❌
       CONDITIONS: {'b_gap_gt': 200, 'b_gap_lt': 1000}
       DESC      : الفجوات المتوسطة (200-1000) تميل للراعي (230 vs 201)

  1995  bnum_tail_6                  🔵 Player     83%   83%     0  ❌
       CONDITIONS: {'digit': 6, 'b_gap_lt': 300}
       DESC      : الرقم 6 في الذيل مع فجوة صغيرة يعزز الثور

  1996  time_mod7_five               🔴 Banker     83%   83%     0  ❌
       CONDITIONS: {'gap_sec_lt': 22, 'digit_sum_mod': {'mod': 7, 'remainder': 5}}
       DESC      : تسارع زمني مع mod 7 = 5 يسحب للراعي

  1998  digit_sum_mod_3_2            🔵 Player     83%   83%     0  ❌
       CONDITIONS: {'digit_sum_mod': {'mod': 3, 'remainder': 2}}
       DESC      : مجموع الأرقام mod 3 = 2 يظهر انحيازاً للثور

  2018  digit_sum_mod_4_3            🔴 Banker     83%   83%     0  ❌
       CONDITIONS: {'digit_sum_mod': {'mod': 4, 'remainder': 3}}
       DESC      : مجموع الأرقام mod 4 = 3 يظهر انحيازاً للراعي

  1718  stale_time_correction        🔴 Banker     83%   83%     0  ❌
       CONDITIONS: {'gap_sec_gt': 15}
       DESC      : الفجوات الزمنية المتوسطة (>15ث) تعطي أفضلية طفيفة للراعي (653 vs 638).

  1977  digit_sum_mod_2_1            🔵 Player     83%   83%     0  ❌
       CONDITIONS: {'digit_sum_mod': {'mod': 2, 'remainder': 1}}
       DESC      : مجموع الأرقام mod 2 = 1 يظهر انحيازاً للثور

  1945  digit_rank_mod_4             🔴 Banker     83%   83%     0  ❌
       CONDITIONS: {'digit_plus_rank_mod': {'mod': 4, 'remainder': 1}}
       DESC      : مجموع digit و rank mod 4 = 1 يعطي إشارة للراعي

  1942  bnum_tail_2                  🔴 Banker     83%   83%     0  ❌
       CONDITIONS: {'digit': 2, 'b_gap_lt': 300}
       DESC      : الرقم 2 في الذيل مع فجوة صغيرة يسحب للراعي

  1963  bnum_tail_5                  🔵 Player     83%   83%     0  ❌
       CONDITIONS: {'digit': 5, 'b_gap_lt': 350}
       DESC      : الرقم 5 في الذيل مع فجوة صغيرة يعزز الثور

  1702  time_gap_stale_rebound       🔴 Banker     83%   83%     0  ❌
       CONDITIONS: {'gap_sec_gt': 40}
       DESC      : الفجوات الزمنية الطويلة جداً (>40ث) تميل لعودة الراعي للسيطرة.

  1672  time_gap_cycle4_switch       🔵 Player     83%   83%     0  ❌
       CONDITIONS: {'gap_sec_gt': 25, 'cycle_position': {'cycle': 4, 'position': 0}}
       DESC      : بعد توقف طويل، بداية دورة 4 تميل للثور عكس التوقعات العادية.

  1797  new_digit_sum_prime          🔴 Banker     83%   83%     0  ❌
       CONDITIONS: {'digit_sum_mod': {'mod': 11, 'remainder': 3}}
       DESC      : باقي 3 في مود 11 لمجموع الأرقام يشير للراعي

  1936  compound_gap_suit            🔵 Player     83%   83%     0  ❌
       CONDITIONS: {'suit': '♠️', 'b_gap_gt': 500}
       DESC      : فجوة رقمية كبيرة مع Spades تعزز الثور

  1676  new_rank_gap_harmony         🔵 Player     83%   83%     0  ❌
       CONDITIONS: {'rank': 'A', 'b_gap_lt': 300}
       DESC      : قانون جديد: الرتبة Ace مع فجوة رقمية صغيرة (<300) تعطي إشارة للثور.

  2015  bnum_tail_7                  🔵 Player     83%   83%     0  ❌
       CONDITIONS: {'digit': 7, 'b_gap_lt': 300}
       DESC      : الرقم 7 في الذيل مع فجوة صغيرة يعزز الثور

  1393  compound_gap_rank            🔵 Player     83%   83%     0  ❌
       CONDITIONS: {'rank': 'J', 'b_gap_gt': 600}
       DESC      : عندما تكون الفجوة كبيرة (>600) والرتبة J، يميل الثور للفوز

  1926  stale_heart_drag             🔴 Banker     83%   83%     0  ❌
       CONDITIONS: {'suit': '♥️', 'gap_sec_gt': 30}
       DESC      : فجوة زمنية طويلة مع hearts تسحب النتيجة للراعي

  1734  time_suit_spade_slow         🔴 Banker     83%   83%     0  ❌
       CONDITIONS: {'suit': '♠️', 'gap_sec_gt': 20}
       DESC      : بستوني في وقت بطيء (>20ث) يعزز الراعي.

  1981  digit_rank_mod_2             🔵 Player     83%   83%     0  ❌
       CONDITIONS: {'digit_plus_rank_mod': {'mod': 2, 'remainder': 1}}
       DESC      : مجموع digit و rank mod 2 = 1 يعطي إشارة للثور

  2012  cycle_5_pos_1                🔵 Player     83%   83%     0  ❌
       CONDITIONS: {'cycle_position': {'cycle': 5, 'position': 1}}
       DESC      : في الدورة الخماسية، الموقع 1 يهيمن عليه الثور (88 vs 88 - تعادل يميل للثور)

  2004  bnum_tail_9                  🔴 Banker     83%   83%     0  ❌
       CONDITIONS: {'digit': 9, 'b_gap_lt': 350}
       DESC      : الرقم 9 في الذيل مع فجوة صغيرة يسحب للراعي

  1678  new_cycle_digit_sync         🔵 Player     88%   83%     1  ❌
       CONDITIONS: {'digit': 5, 'cycle_position': {'cycle': 6, 'position': 5}}
       DESC      : قانون جديد: تزامن الرقم 5 مع الموضع 6 في دورة 6 يعزز فوز الثور.

  1773  cycle_6_position_5           🔵 Player     88%   83%     0  ❌
       CONDITIONS: {'cycle_position': {'cycle': 6, 'position': 5}}
       DESC      : الموضع 5 في دورة الـ 6 جولات يميل بشدة للثور (Blue)

  1766  new_cycle_digit_sync         🔵 Player     88%   83%     1  ❌
       CONDITIONS: {'digit': 5, 'cycle_position': {'cycle': 6, 'position': 5}}
       DESC      : تزامن الرقم 5 مع الموضع 6 في دورة 6 يعزز فوز الثور.

  1756  compound_rankK_mod8          🔴 Banker     92%   83%     0  ❌
       CONDITIONS: {'rank': 'K', 'digit_sum_mod': {'mod': 9, 'remainder': 8}}
       DESC      : الملك (K) مع باقي 8 في mod 9 يشير للراعي بقوة (bias -66.7%).

  1421  compound_gap_sec_streak      🔴 Banker     92%   83%     0  ❌
       CONDITIONS: {'streak': {'value': 1, 'length': 2}, 'gap_sec_lt': 15}
       DESC      : بعد سلسلة من 2 نتائج للثور وفجوة زمنية قصيرة (<15 ث)، يميل الراعي للفوز

  1654  mod_7_extreme_bias           🔵 Player     92%   83%     0  ❌
       CONDITIONS: {'digit_sum_mod': {'mod': 7, 'remainder': 4}}
       DESC      : عندما يكون مجموع أرقام b_num مقسوماً على 7 والباقي 4، يظهر انحياز قوي جداً للثور (Blue) بن

  1453  compound_streak_gap          🔴 Banker     92%   83%     0  ❌
       CONDITIONS: {'streak': {'value': 1, 'length': 2}, 'b_gap_lt': 300}
       DESC      : بعد سلسلة من 2 نتائج للثور وفجوة صغيرة (<300)، يميل الراعي للفوز

  1648  rank_6_sum8_extreme          🔴 Banker     92%   83%     1  ❌
       CONDITIONS: {'rank': '6', 'digit_sum_mod': {'mod': 10, 'remainder': 8}}
       DESC      : الرتبة 6 مع مجموع أرقام mod 10 = 8 تعطي انحياز -71% للراعي

  1781  compound_rankK_mod8          🔴 Banker     92%   83%     0  ❌
       CONDITIONS: {'rank': 'K', 'digit_sum_mod': {'mod': 9, 'remainder': 8}}
       DESC      : الملك (K) مع باقي 8 في mod 9 يشير للراعي بقوة (bias -66.7%)

  1754  compound_mod5_fresh          🔵 Player     89%   83%     0  ❌
       CONDITIONS: {'gap_sec_lt': 15, 'digit_sum_mod': {'mod': 5, 'remainder': 0}}
       DESC      : مجموع الأرقام mod 5 = 0 مع وقت قصير يعطي إشارة قوية للثور.

  1711  mod_7_residue_bias           🔵 Player     89%   83%     0  ❌
       CONDITIONS: {'digit_sum_mod': {'mod': 7, 'remainder': 1}}
       DESC      : عندما يكون مجموع أرقام b_num مقسوماً على 7 والباقي 1، يميل الثور للفوز بقوة (Bias +14.2).

  1664  compound_gap_digit4          🔴 Banker     91%   83%     0  ❌
       CONDITIONS: {'digit': 4, 'b_gap_lt': 500}
       DESC      : دمج الفجوة الصغيرة (<500) مع آخر رقم 4 يعزز فوز الراعي بقوة.

  1736  rank_K_mod8_trap             🔴 Banker     91%   83%     1  ❌
       CONDITIONS: {'rank': 'K', 'digit_sum_mod': {'mod': 9, 'remainder': 8}}
       DESC      : الملك (K) مع باقي 8 في mod 9 يشير للراعي بقوة (-66.7% bias).

  1695  compound_gap_digit0_small    🔵 Player     91%   83%     0  ❌
       CONDITIONS: {'digit': 0, 'b_gap_lt': 200}
       DESC      : فجوة رقمية صغيرة جداً (<200) وآخر رقم 0 يميل بشدة للثور.

  1563  compound_rank_suit_gap       🔵 Player     87%   82%     3  ❌
       CONDITIONS: {'rank': 'A', 'suit': '♦️', 'b_gap_gt': 800}
       DESC      : الرتبة A والبذلة ♦️ والفجوة الكبيرة (>800) تميل للثور

  1411  compound_rank_gap            🔵 Player     87%   82%     5  ❌
       CONDITIONS: {'rank': '9', 'b_gap_lt': 400}
       DESC      : عندما تكون الرتبة 9 والفجوة صغيرة (<400)، يميل الثور للفوز

  1592  compound_gap_digit           🔵 Player     87%   82%     3  ❌
       CONDITIONS: {'digit': 0, 'b_gap_lt': 200}
       DESC      : فجوة رقمية صغيرة (<200) وآخر رقم 0 يميل للثور

  1183  cycle_position_suit          🔴 Banker     99%   82%    13  ❌
       CONDITIONS: {'suit': '♣️', 'cycle_position': {'cycle': 7, 'position': 4}}
       DESC      : في الموضع الرابع من دورة طولها 7 والبذلة هي ♣️، تميل النتيجة للراعي بسبب التوزيع الدوري لل

  1218  compound_cycle_suit          🔴 Banker     99%   82%    13  ❌
       CONDITIONS: {'suit': '♣️', 'cycle_position': {'cycle': 7, 'position': 4}}
       DESC      : في الموضع الرابع من دورة طولها 7 مع البذلة ♣️، يميل الراعي للفوز بسبب التوزيع الدوري والبذ

  1211  compound_suit_gap            🔴 Banker     90%   82%    10  ❌
       CONDITIONS: {'suit': '♣️', 'gap_sec_lt': 15}
       DESC      : البذلة ♣️ مع فجوة زمنية قصيرة (<15 ثانية) تميل للراعي بسبب تأثير البذلة والسرعة

  1707  new_cycle_digit_sync         🔵 Player     88%   82%     1  ❌
       CONDITIONS: {'digit': 5, 'cycle_position': {'cycle': 6, 'position': 5}}
       DESC      : تزامن الرقم 5 مع الموضع 6 في دورة 6 يعزز فوز الثور.

  1658  cycle_7_dominance_start      🔴 Banker     88%   82%     0  ❌
       CONDITIONS: {'cycle_position': {'cycle': 7, 'position': 2}}
       DESC      : الموضع 3 (index 2) في دورة الطول 7 يظهر تفوقاً واضحاً للراعي (71 ضد 54).

  1683  large_gap_reversal           🔵 Player     88%   82%     4  ❌
       CONDITIONS: {'b_gap_gt': 1000}
       DESC      : بعد فجوة رقمية كبيرة (>1000)، يميل الثور للفوز (783 ضد 747) كقاعدة تعويض.

  1555  digit                        🔵 Player     85%   82%     6  ❌
       CONDITIONS: {'digit': 0}
       DESC      : آخر رقم من b_num هو 0 يميل للثور

  1673  time_gap_mod5_zero           🔵 Player     82%   82%     0  ❌
       CONDITIONS: {'gap_sec_gt': 15, 'digit_sum_mod': {'mod': 5, 'remainder': 0}}
       DESC      : الفجوة المتوسطة مع مجموع أرقام mod 5 = 0 تعطي انحيازاً إيجابياً للثور.

  1416  cycle_position               🔴 Banker     82%   82%     0  ❌
       CONDITIONS: {'cycle_position': {'cycle': 7, 'position': 4}}
       DESC      : في الموضع الرابع من دورة طولها 7، يميل الراعي للفوز بسبب نمط دوري متكرر

  1377  cycle_position               🔴 Banker     82%   82%     0  ❌
       CONDITIONS: {'cycle_position': {'cycle': 5, 'position': 3}}
       DESC      : في الموضع الثالث من دورة طولها 5، يميل الراعي للفوز بسبب التوزيع الدوري

  1902  large_gap_reversion          🔵 Player     82%   82%     0  ❌
